MATR_ALUNO;COD_CURSO;CURSO;NOME_CURSO;COD_ATIV_CURRIC;NOME_ATIV_CURRIC;MEDIA_FINAL;DESCR_SITUACAO_1;ANO;DESCR_PERIODO;SITUACAO_ITEM;PERIODIZADO;FORMA_INGRESSO;PSELETIVO;COTA;ANO_INGRESSO;EXP_PROG;REPET;IEM012;IEM011;SEXO;IDADE;NU_NOTA_L;NU_NOTA_CH;NU_NOTA_CN;NU_NOTA_M;NU_NOTA_R;MedEnem;CR;N_LOGINS;N_TESTES;N_SUBMISSOES;N_EX_CORRETOS;N_EX_NCORRETOS;TOTAL_TEMPO_IDE_SEG
21751527;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;9,66;Aprovado;2017; 1° Semestre;1;yes;PSC - PPI1 (Esc. Pub., Renda até 1.5);PSC;Renda;2017;yes;0;6,58;5,73;M;18;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;6,388333333;108;773;1396;77;0;65378
21750654;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;7,54;Aprovado;2017; 1° Semestre;1;yes;PSC - AC (Ampla Concorrência);PSC;AC;2017;no;0;6,7;2,94;F;17;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;6,781666667;91;1079;203;86;0;101164
21753802;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;6,35;Aprovado;2017; 1° Semestre;1;yes;PSC - AC (Ampla Concorrência);PSC;AC;2017;no;0;0,03;0,22;M;17;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;2,66;45;177;117;35;6;14008
21750007;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;5,96;Aprovado;2017; 1° Semestre;1;yes;PECG - Programa Estudantil Convênio de Graduação;Outro;AC;2017;yes;0;2;0,56;M;21;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;4,643333333;122;598;251;55;7;65388
21750655;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;6,35;Aprovado;2017; 1° Semestre;1;yes;PSC - AC (Ampla Concorrência);PSC;AC;2017;yes;0;3,07;0,89;F;18;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;4,755;127;923;465;86;0;62872
21754883;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;7,17;Aprovado;2017; 1° Semestre;1;yes;SISU - AC (Ampla Concorrência);SISU;AC;2017;no;0;5,43;3,17;M;20;563,3;579,5;596,3;671,2;540;590,06;5,701666667;155;1797;360;86;0;61458
21755192;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;6,06;Aprovado;2017; 1° Semestre;1;yes;SISU - AC (Ampla Concorrência);SISU;AC;2017;no;0;0,1;1,11;F;18;556,1;528,9;523,5;556;600;552,9;3,706666667;70;169;229;60;3;18329
21753478;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;8,04;Aprovado;2017; 1° Semestre;1;yes;SISU - AC (Ampla Concorrência);SISU;AC;2017;no;0;5,1;0,89;F;18;585,3;602,2;549,7;581,5;720;607,74;5,458333333;58;436;164;76;3;32570
21751935;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;0,67;Reprovado por Nota;2017; 1° Semestre;2;yes;PSC - PPI2 (Esc. Pub., Independe Renda);PSC;NRenda;2017;no;0;1,1;0,78;M;18;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;4,153333333;86;751;232;37;8;46249
21754888;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;5,49;Aprovado;2017; 1° Semestre;1;yes;SISU - AC (Ampla Concorrência);SISU;AC;2017;no;0;0,43;0,56;M;19;545,2;585,7;610,1;555,8;520;563,36;4,138333333;74;299;691;84;2;27625
21753692;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;9,23;Aprovado;2017; 1° Semestre;1;yes;SISU - PPI2 (Esc. Pub., Independe Renda);SISU;NRenda;2017;yes;0;0,83;0,44;M;19;575,5;608,6;578,4;570,7;620;590,64;3,48;239;1854;415;87;0;91428
21751932;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;5,57;Aprovado;2017; 1° Semestre;1;yes;PSC - PPI2 (Esc. Pub., Independe Renda);PSC;NRenda;2017;yes;0;0,43;1,33;M;18;578,2;583,9;483,8;678;680;600,78;3,863333333;65;135;136;66;0;11945
21754885;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;7,15;Aprovado;2017; 1° Semestre;1;yes;SISU - AC (Ampla Concorrência);SISU;AC;2017;no;0;0,83;1,33;M;20;572,8;626,2;534,2;653,8;520;581,4;3,73;94;450;233;74;2;43124
21752759;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;8,72;Aprovado;2017; 1° Semestre;1;yes;SISU - PPI1 (Esc. Pub., Renda até 1.5);SISU;Renda;2017;no;0;4,53;4,6;F;17;570,5;562,3;597,9;663,1;760;630,76;6,338333333;175;566;280;87;0;46767
21753475;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;9,21;Aprovado;2017; 1° Semestre;1;yes;SISU - AC (Ampla Concorrência);SISU;AC;2017;no;0;7,75;5,33;F;17;615,1;621,8;511,7;680,2;780;641,76;6,893333333;50;310;230;72;1;34829
21754149;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;6,81;Aprovado;2017; 1° Semestre;1;yes;SISU - PPI1 (Esc. Pub., Renda até 1.5);SISU;Renda;2017;no;0;0,13;0,78;M;18;577,9;617,6;578,7;561,5;700;607,14;4,266666667;87;359;183;62;5;29561
21751525;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;8,21;Aprovado;2017; 1° Semestre;1;yes;PSC - PPI1 (Esc. Pub., Renda até 1.5);PSC;Renda;2017;no;0;8,22;0,89;F;17;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;6,701666667;78;827;319;87;0;51905
21750648;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;7,56;Aprovado;2017; 1° Semestre;1;yes;PSC - AC (Ampla Concorrência);PSC;AC;2017;no;0;5,55;5,06;F;18;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;5,901666667;89;332;204;86;1;24786
21750650;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;5,95;Aprovado;2017; 1° Semestre;1;yes;PSC - AC (Ampla Concorrência);PSC;AC;2017;no;0;2,92;0,56;M;17;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;5,225;105;770;239;87;0;72583
21751934;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;4,04;Reprovado por Nota;2017; 1° Semestre;2;yes;PSC - PPI2 (Esc. Pub., Independe Renda);PSC;NRenda;2017;no;0;0,07;0;M;18;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;3,555;44;107;94;48;3;7067
21750085;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;5,31;Aprovado;2017; 1° Semestre;1;yes;PSC - AC (Ampla Concorrência);PSC;AC;2017;no;0;5,75;1;M;17;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;5,878333333;59;389;236;72;4;38245
21753477;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;7,76;Aprovado;2017; 1° Semestre;1;yes;SISU - AC (Ampla Concorrência);SISU;AC;2017;yes;0;7;5,84;F;18;558;595,6;567,7;676;860;651,46;6,721666667;36;116;122;69;1;21115
21751526;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;8,46;Aprovado;2017; 1° Semestre;1;yes;PSC - PPI1 (Esc. Pub., Renda até 1.5);PSC;Renda;2017;no;0;0,67;3,21;M;17;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;5,206666667;113;238;474;87;0;35741
21754151;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;6,86;Aprovado;2017; 1° Semestre;1;yes;SISU - PPI1 (Esc. Pub., Renda até 1.5);SISU;Renda;2017;yes;0;0,07;1,56;M;18;503,2;612,3;469,1;447,4;900;586,4;4,883333333;92;369;422;71;3;28167
21754887;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;7,6;Aprovado;2017; 1° Semestre;1;yes;SISU - AC (Ampla Concorrência);SISU;AC;2017;no;0;1;6,03;M;22;557,5;599,7;530,7;423,4;720;566,26;5,8525;40;92;143;74;3;16383
21751936;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;7,43;Aprovado;2017; 1° Semestre;1;yes;PSC - PPI2 (Esc. Pub., Independe Renda);PSC;NRenda;2017;no;0;5,4;3,82;M;17;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;5,851666667;68;565;382;86;1;55831
21751274;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;2,57;Reprovado por Nota;2017; 1° Semestre;2;yes;PSC - NDC1 (Esc. Pub., Renda até 1.5);PSC;Renda;2017;no;0;0,03;0,11;F;17;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;1,968333333;48;101;119;47;3;16406
21753474;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;5,82;Aprovado;2017; 1° Semestre;1;yes;SISU - AC (Ampla Concorrência);SISU;AC;2017;no;0;2,35;4,02;F;22;625,3;613;640,5;490,1;860;645,78;3,428333333;61;805;217;77;0;67669
21752760;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;7,44;Aprovado;2017; 1° Semestre;1;yes;SISU - PPI1 (Esc. Pub., Renda até 1.5);SISU;Renda;2017;no;0;8,5;7,64;M;17;612,1;655,5;633,2;698,3;720;663,82;7,593333333;170;1293;406;86;0;91446
21750652;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;5,35;Aprovado;2017; 1° Semestre;1;yes;PSC - AC (Ampla Concorrência);PSC;AC;2017;no;0;5,42;2,33;M;17;510,4;611;593,6;591,7;780;617,34;5,163333333;39;237;231;63;4;17274
21754283;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;7,44;Aprovado;2017; 1° Semestre;1;yes;SISU - PPI2 (Esc. Pub., Independe Renda);SISU;NRenda;2017;yes;0;6,68;5,32;M;18;553,1;569,2;415,5;500,5;580;523,66;6,19;77;356;380;87;0;15360
21753476;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;6,87;Aprovado;2017; 1° Semestre;1;yes;SISU - AC (Ampla Concorrência);SISU;AC;2017;no;0;1,25;5;M;17;632,9;639,7;637,8;593,4;620;624,76;4,283333333;28;301;117;36;2;14485
21752761;FT11;FT11;Engenharia de Petróleo e Gás;IEC037;INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES;8,71;Aprovado;2017; 1° Semestre;1;yes;SISU - PPI1 (Esc. Pub., Renda até 1.5);SISU;Renda;2017;no;0;6,72;0,56;F;17;618,7;655,8;566,5;587,2;800;645,64;6,545;67;625;211;78;2;71363
